1746609361.9987216,0.00022,0.0005,0.22,0.5464860360613026
1746609402.0386436,0.00022,0.0005,0.221,20.276058576470298
1746609442.079751,0.00022,0.00055,0.221,9.263019598519431
1746609482.1194885,0.00022,0.00055,0.221,11.74204307425839
1746609522.1594906,0.00022,0.00055,0.222,9.88008242851407
1746609562.1995132,0.00022,0.00055,0.223,5.78607832764794
1746609602.239499,0.00022,0.00055,0.224,3.338997778852011
1746609642.2795649,0.00022,0.00055,0.225,2.1507058922473297
1746609682.3195376,0.00022,0.00055,0.226,1.5636888314944113
1746609722.3594856,0.00022,0.00055,0.227,0.847228834327717
1746609762.3995624,0.00022,0.00055,0.228,0.33991167075508427
1746609802.4395106,0.00012,0.00055,0.228,0.02802379863916396
1746609842.479528,0.00012,0.00055,0.228,0.007041357058382963
1746609882.5194535,0.00012,0.00055,0.228,1.850475063951451
1746624174.6681893,0.0022,0.0,0.22,0.3492660704596819
1746624214.7104564,0.0022,0.0,0.219,0.9927612823937453
1746624254.7506795,0.0022,-5e-05,0.219,1.0357577880221909
1746624294.792602,0.0022,0.0,0.219,0.9608133409743135
1746624334.8325012,0.0022,-5e-05,0.219,0.9883891315073455
1746624374.872459,0.0022,-5e-05,0.219,1.0215886492881916
1746624414.913124,0.0022,-5e-05,0.22,0.6729878499396821
1746624454.9524548,0.0022,-5e-05,0.219,0.3227527323178547
1746624494.9924622,0.0022,-5e-05,0.218,0.09645394696194144
1746624535.032436,0.0022,-5e-05,0.219,0.06755285460121291
1746624575.072469,0.0022,-0.0001,0.219,0.0072951895722592475
1746624615.1125336,0.0022,-0.00015000000000000001,0.219,0.008718879775031402
1746624655.1524842,0.0021000000000000003,-0.00015000000000000001,0.219,0.0044812009808197426
1746624695.1924736,0.0021000000000000003,-0.00015000000000000001,0.22,0.07294774369343049
1746624735.2324817,0.0022,-0.00015000000000000001,0.22,0.012733466231216389
1746624775.2724738,0.0022,-0.00015000000000000001,0.22,0.4884531327691129
1746624954.2693913,0.00021,-0.00015,0.219,0.46532568497664706
1746625073.2504268,0.0021,0.00015,0.219,0.37098839205889655
1746625113.2909157,0.0021,0.00015,0.22,0.26290634665878976
